1,184,235
1,184,235
1,184,235
1,184,235
1,184,235
1,184,235
1,184,235
1,184,235
1,184,235
1,184,235
1,184,235
1,184,235
1,184,235
1,184,235
1,184,235
1,184,235
1,184,235
1,184,235
1,184,235
1,184,235
1,184,235
1,184,235
1,184,235
1,184,235
1,184,235
1,184,235
1,184,235
1,184,235
1,184,235
1,184,235
1,184,235
1,184,235
1,184,235
1,184,235
1,184,235
1,184,235
1,184,235
1,184,235
1,184,235
1,184,235
1,184,235
1,184,235
1,184,235
1,184,235
47,14,1
47,14,1
47,14,1
47,14,1
47,14,1
47,14,1
47,14,1
47,14,1
47,14,1
47,14,1
47,14,1
47,14,1
47,14,1
47,14,1
47,14,1
47,14,1
47,14,1
47,14,1
47,14,1
47,14,1
47,14,1
47,14,1
47,14,1
47,14,1
47,14,1
2,2,2
2,2,2
177,39,1
177,39,1
177,39,1
177,39,1
177,39,1
177,39,1
177,39,1
177,39,1
177,39,1
177,39,1
177,39,1
177,39,1
177,39,1
177,39,1
177,39,1
177,39,1
177,39,1
177,39,1
177,39,1
177,39,1
177,39,1
177,39,1
177,39,1
177,39,1
177,39,1
177,39,1
177,39,1
177,39,1
177,39,1
177,39,1
177,39,1
177,39,1
177,39,1
177,39,1
177,39,1
177,39,1
177,39,1
177,39,1
177,39,1
177,39,1
177,39,1
177,39,1
177,39,1
177,39,1
177,39,1
177,39,1
177,39,1
177,39,1
177,39,1
177,39,1
177,39,1
177,39,1
177,39,1
177,39,1
177,39,1
177,39,1
177,39,1
177,39,1
177,39,1
177,39,1
177,39,1
177,39,1
177,39,1
177,39,1
177,39,1
177,39,1
177,39,1
177,39,1
177,39,1
177,39,1
177,39,1
177,39,1
177,39,1
177,39,1
177,39,1
125,134,1
125,134,1
125,134,1
125,134,1
125,134,1
125,134,1
125,134,1
125,134,1
125,134,1
125,134,1
125,134,1
167,77,1
167,77,1
167,77,1
167,77,1
167,77,1
167,77,1
167,77,1
167,77,1
167,77,1
167,77,1
167,77,1
167,77,1
167,77,1
167,77,1
167,77,1
167,77,1
167,77,1
167,77,1
167,77,1
167,77,1
167,77,1
167,77,1
167,77,1
167,77,1
167,77,1
167,77,1
167,77,1
167,77,1
167,77,1
167,77,1
167,77,1
167,77,1
167,77,1
167,77,1
167,77,1
167,77,1
167,77,1
167,77,1
167,77,1
167,77,1
167,77,1
167,77,1
167,77,1
167,77,1
167,77,1
167,77,1
167,77,1
167,77,1
167,77,1
167,77,1
167,77,1
167,77,1
167,77,1
167,77,1
167,77,1
167,77,1
167,77,1
167,77,1
167,77,1
167,77,1
167,77,1
167,77,1
167,77,1
167,77,1
167,77,1
167,77,1
167,77,1
167,77,1
167,77,1
167,77,1
167,77,1
167,77,1
167,77,1
167,77,1
167,77,1
167,77,1
167,77,1
167,77,1
167,77,1
167,77,1
73,47,1
73,47,1
73,47,1
73,47,1
73,47,1
73,47,1
73,47,1
