#id;R;G;B;Name;x;;;;;;;;;;;;;;;;;,
0;0;0;0;;x;;;;;;;;;;;;;;;;;,
1;0;0;0;Aegmacia;x;;;;;;;;;;;;;;;;;,
2;171;128;0;Chalcleslia;x;;;;;;;;;;;;;;;;;,
3;0;128;0;Erytherylia;x;;;;;;;;;;;;;;;;;,
4;115;0;0;Locrlesiana;x;;;;;;;;;;;;;;;;;,
5;90;0;0;Asklmukecia;x;;;;;;;;;;;;;;;;;,
6;130;0;0;Madytleprea;x;;;;;;;;;;;;;;;;;,
7;25;0;0;Bhyrtempissa;x;;;;;;;;;;;;;;;;;,
8;212;128;7;Artkiolia;x;;;;;;;;;;;;;;;;;,
9;100;0;5;Corcelattiri;x;;;;;;;;;;;;;;;;;,
10;50;0;0;Imaenios;x;;;;;;;;;;;;;;;;;,
11;232;128;11;Kourmukenlia;x;;;;;;;;;;;;;;;;;,
12;73;128;7;Nymphaigososse;x;;;;;;;;;;;;;;;;;,
13;200;128;5;Gangabosia;x;;;;;;;;;;;;;;;;;,
14;121;128;11;Kyremasspolis;x;;;;;;;;;;;;;;;;;,
15;210;124;9;Mantinmantinpetra;x;;;;;;;;;;;;;;;;;,
16;216;128;16;Lebeepidtes;x;;;;;;;;;;;;;;;;;,
17;151;128;17;Lecnioli;x;;;;;;;;;;;;;;;;;,
18;193;128;18;Chytabuf;x;;;;;;;;;;;;;;;;;,
19;194;128;18;Megclalia;x;;;;;;;;;;;;;;;;;,
20;100;0;20;Empcaldia;x;;;;;;;;;;;;;;;;;,
21;94;128;21;Colochyrias;x;;;;;;;;;;;;;;;;;,
22;134;128;21;Korihyiana;x;;;;;;;;;;;;;;;;;,
23;20;0;20;Kimmgolus;x;;;;;;;;;;;;;;;;;,
24;145;128;24;Oroplinate;x;;;;;;;;;;;;;;;;;,
25;25;0;25;Marmakerkininon;x;;;;;;;;;;;;;;;;;,
26;166;128;26;Agrinhierlea;x;;;;;;;;;;;;;;;;;,
27;207;128;26;besalu;x;;;;;;;;;;;;;;;;;,
28;110;128;28;Klazkaatrea;x;;;;;;;;;;;;;;;;;,
29;247;128;27;Lilamagon;x;;;;;;;;;;;;;;;;;,
30;127;205;36;malaga;x;;;;;;;;;;;;;;;;;,
31;165;128;31;Miseleonene;x;;;;;;;;;;;;;;;;;,
32;194;128;32;Corbraine;x;;;;;;;;;;;;;;;;;,
33;204;128;33;Odekyncum;x;;;;;;;;;;;;;;;;;,
34;68;128;33;Cymclazotrias;x;;;;;;;;;;;;;;;;;,
35;54;128;32;Mileitholi;x;;;;;;;;;;;;;;;;;,
36;111;128;36;Megaloargrea;x;;;;;;;;;;;;;;;;;,
37;168;128;36;Decehellesyra;x;;;;;;;;;;;;;;;;;,
38;159;128;34;Lefkamucum;x;;;;;;;;;;;;;;;;;,
39;120;128;34;Korinthknithena;x;;;;;;;;;;;;;;;;;,
40;100;0;40;Ereslampsaai;x;;;;;;;;;;;;;;;;;,
41;213;128;41;Amihublyra;x;;;;;;;;;;;;;;;;;,
42;74;128;42;Kimmermassmea;x;;;;;;;;;;;;;;;;;,
43;155;186;18;Metapaegdia;x;;;;;;;;;;;;;;;;;,
44;180;128;44;Lindleprtiri;x;;;;;;;;;;;;;;;;;,
45;211;128;45;Imbrmaretta;x;;;;;;;;;;;;;;;;;,
46;150;128;46;Morganantigsos;x;;;;;;;;;;;;;;;;;,
47;76;128;41;Byzactyra;x;;;;;;;;;;;;;;;;;,
48;212;128;48;Itanhiermea;x;;;;;;;;;;;;;;;;;,
49;249;128;47;Leprlefkathera;x;;;;;;;;;;;;;;;;;,
50;165;128;49;Bybgoder;x;;;;;;;;;;;;;;;;;,
51;23;128;50;Helomethualous;x;;;;;;;;;;;;;;;;;,
52;96;128;53;Klazmilethrae;x;;;;;;;;;;;;;;;;;,
53;194;0;54;ciudad_real;x;;;;;;;;;;;;;;;;;,
54;97;128;53;Monastlapimea;x;;;;;;;;;;;;;;;;;,
55;107;128;55;Amijuktnes;x;;;;;;;;;;;;;;;;;,
56;106;128;48;Korinthedllai;x;;;;;;;;;;;;;;;;;,
57;81;100;56;Gemaine;x;;;;;;;;;;;;;;;;;,
58;129;128;59;Nymmonaissa;x;;;;;;;;;;;;;;;;;,
59;182;128;59;Lapgournene;x;;;;;;;;;;;;;;;;;,
60;100;0;60;Lampsherea;x;;;;;;;;;;;;;;;;;,
61;189;128;61;Andrmagrea;x;;;;;;;;;;;;;;;;;,
62;96;128;64;Kacebina;x;;;;;;;;;;;;;;;;;,
63;193;128;61;Aigasklinda;x;;;;;;;;;;;;;;;;;,
64;61;128;64;Magolida;x;;;;;;;;;;;;;;;;;,
65;116;128;64;Kynkudus;x;;;;;;;;;;;;;;;;;,
66;245;128;64;Mukmoate;x;;;;;;;;;;;;;;;;;,
67;89;128;62;Nymphasson;x;;;;;;;;;;;;;;;;;,
